ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11502476,JB508459,10/19/2018 12:00:00 PM,014XX N LAKE SHORE DR,0810,THEFT,OVER $500,RESIDENCE,false,false,1824,018,43,8,06,1176811,1910018,2018,11/14/2018 04:03:33 PM,41.908435968,-87.625915985,""(41.908435968, -87.625915985)"""
"11502475,JB509563,10/30/2018 10:00:00 PM,036XX W AINSLIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1712,017,33,14,08B,1151038,1932310,2018,11/14/2018 04:03:33 PM,41.970151241,-87.720007527,""(41.970151241, -87.720007527)"""
"11502461,JB509494,11/01/2018 11:30:00 AM,025XX W ARMITAGE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,OTHER,false,false,1434,014,1,22,10,1158830,1913193,2018,11/14/2018 04:03:33 PM,41.917536348,-87.691881914,""(41.917536348, -87.691881914)"""
"11502458,JB509500,09/22/2018 12:29:00 PM,006XX N HALSTED ST,1206,DECEPTIVE PRACTICE,""THEFT BY LESSEE,MOTOR VEH"",OTHER,false,false,1214,012,27,24,11,1170922,1904791,2018,11/14/2018 04:03:33 PM,41.89422401,-87.647702529,""(41.89422401, -87.647702529)"""
"11502444,JB509415,11/05/2018 03:05:00 PM,002XX N PARKSIDE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,""SCHOOL, PUBLIC, GROUNDS"",false,false,1512,015,29,25,26,1138552,1901156,2018,11/14/2018 04:03:33 PM,41.88489739,-87.766676821,""(41.88489739, -87.766676821)"""
"11502443,JB509497,11/04/2018 04:00:00 PM,048XX W LAKE ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1532,015,28,25,06,1144106,1901842,2018,11/14/2018 04:03:33 PM,41.886677406,-87.74626417,""(41.886677406, -87.74626417)"""
"11502417,JB509438,11/02/2018 07:00:00 PM,023XX W 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,2221,022,19,72,14,1162565,1841589,2018,11/14/2018 04:03:33 PM,41.720969202,-87.680159235,""(41.720969202, -87.680159235)"""
"11502411,JB509479,11/06/2018 12:00:00 AM,004XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1831,018,42,8,11,1175457,1903385,2018,11/14/2018 04:03:33 PM,41.890265219,-87.631089305,""(41.890265219, -87.631089305)"""
"11502410,JB509478,11/06/2018 12:00:00 AM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,018,42,8,06,1175457,1903385,2018,11/14/2018 04:03:33 PM,41.890265219,-87.631089305,""(41.890265219, -87.631089305)"""
"11502409,JB509371,09/21/2018 09:00:00 AM,001XX S PARKSIDE AVE,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1513,015,29,25,08A,1138633,1898926,2018,11/14/2018 04:03:33 PM,41.878776511,-87.766433465,""(41.878776511, -87.766433465)"""
"11502404,JB509397,11/03/2018 12:00:00 PM,070XX S LAFLIN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0734,007,17,67,26,1167551,1858096,2018,11/14/2018 04:03:33 PM,41.7661615,-87.661424439,""(41.7661615, -87.661424439)"""
"11502334,JB504172,11/04/2018 07:00:00 PM,050XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0931,009,15,61,08B,1164203,1871332,2018,11/14/2018 04:03:33 PM,41.802553909,-87.673323689,""(41.802553909, -87.673323689)"""
"11502306,JB504377,11/05/2018 12:30:00 PM,036XX N PULASKI RD,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,true,false,1732,017,45,16,22,1149086,1923713,2018,11/14/2018 04:03:33 PM,41.946598555,-87.727408706,""(41.946598555, -87.727408706)"""
"11502285,JB505753,11/05/2018 07:00:00 AM,009XX E 81ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0631,006,8,44,05,1184098,1851494,2018,11/14/2018 04:03:33 PM,41.747674239,-87.600980265,""(41.747674239, -87.600980265)"""
"11502047,JB499918,11/01/2018 10:30:00 PM,014XX N FAIRFIELD AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1423,014,1,24,08B,1157820,1909443,2018,11/14/2018 04:03:33 PM,41.907266717,-87.695695116,""(41.907266717, -87.695695116)"""
"11502029,JB503516,11/04/2018 07:00:00 PM,019XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,CTA STATION,false,false,1022,010,24,29,08A,1155336,1890250,2018,11/14/2018 04:03:33 PM,41.854649511,-87.705335883,""(41.854649511, -87.705335883)"""
"11501942,JB493187,10/28/2018 02:44:00 AM,059XX W WARWICK AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1633,016,38,15,06,1136032,1924323,2018,11/14/2018 04:03:33 PM,41.948515661,-87.775377332,""(41.948515661, -87.775377332)"""
"11501917,JB502142,11/03/2018 03:30:00 PM,081XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,0411,004,8,45,08B,1188340,1851428,2018,11/14/2018 04:03:33 PM,41.747393001,-87.585438607,""(41.747393001, -87.585438607)"""
"11501801,JB507325,10/31/2018 06:31:00 PM,049XX W AINSLIE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1623,016,45,12,26,1142671,1932130,2018,11/14/2018 04:03:33 PM,41.96981755,-87.750778234,""(41.96981755, -87.750778234)"""
"11501794,JB503296,11/04/2018 03:30:00 PM,043XX N ELSTON AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1722,017,39,16,08B,1148615,1928759,2018,11/14/2018 04:03:33 PM,41.960454294,-87.729009184,""(41.960454294, -87.729009184)"""
"11501789,JB506062,11/06/2018 03:15:00 PM,018XX E 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0324,003,7,43,14,1189749,1856935,2018,11/14/2018 04:03:33 PM,41.762470972,-87.580099035,""(41.762470972, -87.580099035)"""
"11501645,JB505404,11/03/2018 10:00:00 PM,013XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,2234,022,34,75,05,1169421,1831158,2018,11/14/2018 04:03:33 PM,41.69219942,-87.655347934,""(41.69219942, -87.655347934)"""
"11501624,JB505600,11/06/2018 09:50:00 AM,091XX S EXCHANGE AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,MEDICAL/DENTAL OFFICE,false,false,0423,004,10,46,04B,1197354,1844963,2018,11/14/2018 04:03:33 PM,41.729432789,-87.552624294,""(41.729432789, -87.552624294)"""
"11501544,JB506295,11/06/2018 06:00:00 PM,0000X E ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0112,001,42,32,08B,1176732,1899476,2018,11/14/2018 04:03:33 PM,41.879509982,-87.626525207,""(41.879509982, -87.626525207)"""
"11501469,JB505469,11/06/2018 08:46:00 AM,116XX S ABERDEEN ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,0524,005,34,53,04A,1171085,1827572,2018,11/14/2018 04:03:33 PM,41.682322751,-87.649360016,""(41.682322751, -87.649360016)"""
"11501429,JB505715,11/06/2018 09:30:00 AM,048XX W WARNER AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1624,016,45,15,06,1143286,1927151,2018,11/14/2018 04:03:33 PM,41.956143263,-87.748641762,""(41.956143263, -87.748641762)"""
"11501425,JB498902,10/30/2018 08:00:00 PM,060XX W ADDISON ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,1633,016,36,17,06,1135425,1923315,2018,11/14/2018 04:03:33 PM,41.945760425,-87.777632606,""(41.945760425, -87.777632606)"""
"11501380,JB506148,11/06/2018 01:35:00 PM,030XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1031,010,22,30,06,1148540,1883949,2018,11/14/2018 04:03:33 PM,41.837492434,-87.730442642,""(41.837492434, -87.730442642)"""
"11501373,JB505062,11/05/2018 08:18:00 PM,024XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1221,012,26,24,06,1160005,1905256,2018,11/14/2018 04:03:33 PM,41.895732399,-87.687784384,""(41.895732399, -87.687784384)"""
"11501330,JB473943,10/13/2018 12:16:00 PM,077XX S MAY ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,APARTMENT,false,false,0612,006,17,71,15,1169992,1853575,2018,11/14/2018 04:03:33 PM,41.753702617,-87.652608434,""(41.753702617, -87.652608434)"""
"11501319,JB506682,10/21/2018 03:16:00 AM,004XX N FRANKLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,11,1174245,1903354,2018,11/14/2018 04:03:33 PM,41.890207286,-87.635541212,""(41.890207286, -87.635541212)"""
"11501316,JB503004,11/03/2018 09:00:00 PM,077XX S MARSHFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0611,006,17,71,05,1166690,1853294,2018,11/14/2018 04:03:33 PM,41.75300257,-87.664717118,""(41.75300257, -87.664717118)"""
"11501313,JB506595,11/06/2018 11:02:00 PM,085XX S HOLLAND RD,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,false,false,0622,006,21,44,14,1175673,1848563,2018,11/14/2018 04:03:33 PM,41.739823836,-87.631939365,""(41.739823836, -87.631939365)"""
"11501306,JB506311,11/06/2018 05:40:00 PM,002XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1523,015,28,25,08B,1141671,1901106,2018,11/14/2018 04:03:33 PM,41.884703096,-87.755224443,""(41.884703096, -87.755224443)"""
"11501220,JB501445,11/03/2018 02:45:00 AM,023XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1424,014,1,24,14,1160640,1910588,2018,11/14/2018 04:03:33 PM,41.910350694,-87.685304235,""(41.910350694, -87.685304235)"""
"11501219,JB502525,11/03/2018 10:40:00 PM,025XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1414,014,32,22,08B,1155360,1916730,2018,11/14/2018 04:03:33 PM,41.927312671,-87.70453554,""(41.927312671, -87.70453554)"""
"11501178,JB500002,11/02/2018 01:51:00 AM,008XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1933,019,44,6,06,1170313,1918811,2018,11/14/2018 04:03:33 PM,41.932708981,-87.649528656,""(41.932708981, -87.649528656)"""
"11501145,JB506358,11/06/2018 07:30:00 AM,013XX W 32ND ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0913,009,11,60,05,1167756,1883571,2018,11/14/2018 04:03:33 PM,41.836063406,-87.659941519,""(41.836063406, -87.659941519)"""
"11501136,JB506422,11/05/2018 06:30:00 PM,016XX S RUBLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1235,012,11,31,05,1172076,1892060,2018,11/14/2018 04:03:33 PM,41.859263894,-87.643839893,""(41.859263894, -87.643839893)"""
"11501086,JB506524,11/06/2018 03:30:00 PM,021XX W 75TH PL,0810,THEFT,OVER $500,RESIDENCE,false,false,0611,006,18,71,06,1163536,1854711,2018,11/14/2018 04:03:33 PM,41.756957703,-87.676235672,""(41.756957703, -87.676235672)"""
"11500956,JB506056,11/06/2018 02:30:00 PM,095XX S AVALON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0511,005,8,50,06,1186206,1841993,2018,11/14/2018 04:03:33 PM,41.721552991,-87.593555254,""(41.721552991, -87.593555254)"""
"11500612,JB505396,11/06/2018 07:10:00 AM,042XX W HADDON AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1111,011,37,23,08A,1147832,1907327,2018,11/14/2018 04:03:33 PM,41.901658074,-87.732440134,""(41.901658074, -87.732440134)"""
"11500610,JB500504,11/02/2018 07:20:00 AM,130XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0533,005,9,54,06,1179915,1819012,2018,11/14/2018 04:03:33 PM,41.658635903,-87.617297524,""(41.658635903, -87.617297524)"""
"11500482,JB501597,11/03/2018 08:34:00 AM,082XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,0631,006,8,44,08B,1183338,1850547,2018,11/14/2018 04:03:33 PM,41.745093286,-87.603794526,""(41.745093286, -87.603794526)"""
"11500481,JB505732,11/05/2018 05:37:00 PM,081XX S MAY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,0613,006,21,71,26,1170069,1850820,2018,11/14/2018 04:03:33 PM,41.746140855,-87.652406156,""(41.746140855, -87.652406156)"""
"11500466,JB504059,11/05/2018 03:00:00 AM,009XX W LELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1914,019,46,3,14,1169113,1931406,2018,11/14/2018 04:03:33 PM,41.967296329,-87.653571404,""(41.967296329, -87.653571404)"""
"11500433,JB505425,11/06/2018 06:20:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1653,016,41,76,06,1101811,1934419,2018,11/14/2018 04:03:33 PM,41.976762981,-87.900983721,""(41.976762981, -87.900983721)"""
"11500332,JB505494,11/06/2018 08:44:00 AM,053XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1522,015,29,25,08B,1140621,1899502,2018,11/14/2018 04:03:33 PM,41.880320863,-87.759119659,""(41.880320863, -87.759119659)"""
"11500253,JB493061,10/27/2018 11:30:00 PM,115XX S YALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0522,005,34,53,06,1176675,1828449,2018,11/14/2018 04:03:33 PM,41.68460577,-87.62887113,""(41.68460577, -87.62887113)"""
"11500233,JB502648,11/04/2018 12:14:00 AM,055XX S SHORE DR,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,0235,002,5,41,06,1189552,1868725,2018,11/14/2018 04:03:33 PM,41.794828373,-87.580442725,""(41.794828373, -87.580442725)"""
"11500148,JB504401,11/03/2018 02:00:00 PM,032XX S HARDING AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1031,010,22,30,08A,1150556,1882898,2018,11/14/2018 04:03:33 PM,41.834569284,-87.723072382,""(41.834569284, -87.723072382)"""
"11500088,JB502153,11/03/2018 03:45:00 PM,0000X S WABASH AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,0112,001,42,32,08A,1176814,1900247,2018,11/14/2018 04:03:33 PM,41.881623795,-87.626200793,""(41.881623795, -87.626200793)"""
"11500053,JB505000,11/05/2018 07:40:00 PM,005XX S DEARBORN ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,001,4,32,06,1176010,1897915,2018,11/14/2018 04:03:33 PM,41.875242791,-87.629223273,""(41.875242791, -87.629223273)"""
"11500001,JB505035,11/04/2018 09:30:00 PM,023XX N OAK PARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2512,025,36,18,05,1130705,1914515,2018,11/14/2018 04:03:33 PM,41.92169484,-87.795185029,""(41.92169484, -87.795185029)"""
"11499884,JB504786,10/31/2018 10:00:00 PM,082XX S INDIANA AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0631,006,6,44,04B,1179024,1850466,2018,11/14/2018 04:03:33 PM,41.744970291,-87.619604031,""(41.744970291, -87.619604031)"""
"11499877,JB501094,11/02/2018 07:00:00 AM,012XX N MAYFIELD AVE,0810,THEFT,OVER $500,STREET,false,false,2531,025,29,25,06,1136797,1907723,2018,11/14/2018 04:03:33 PM,41.902949696,-87.77296406,""(41.902949696, -87.77296406)"""
"11499430,JB503189,11/04/2018 01:30:00 PM,048XX W IRVING PARK RD,0460,BATTERY,SIMPLE,APARTMENT,false,false,1634,016,45,15,08B,1143312,1926152,2018,11/14/2018 04:03:33 PM,41.953401434,-87.748571238,""(41.953401434, -87.748571238)"""
"11499239,JB493830,10/24/2018 12:00:00 PM,099XX S WOOD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,""SCHOOL, PRIVATE, BUILDING"",false,false,2213,022,19,72,11,1166114,1838853,2018,11/14/2018 04:03:33 PM,41.71338656,-87.667237494,""(41.71338656, -87.667237494)"""
"11499238,JB503256,11/04/2018 02:50:00 PM,132XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,true,0533,005,9,54,14,1183258,1817678,2018,11/14/2018 04:03:33 PM,41.654898347,-87.605106003,""(41.654898347, -87.605106003)"""
"11499237,JB495994,10/29/2018 11:30:00 AM,007XX E 103RD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,GAS STATION,false,false,0512,005,9,50,26,1182951,1836828,2018,11/14/2018 04:03:33 PM,41.707455731,-87.605637491,""(41.707455731, -87.605637491)"""
"11499215,JB503940,11/05/2018 07:48:00 AM,040XX N NARRAGANSETT AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1632,016,38,17,08A,1132977,1925990,2018,11/14/2018 04:03:33 PM,41.953144111,-87.786568029,""(41.953144111, -87.786568029)"""
"11499207,JB503951,11/05/2018 07:50:00 AM,079XX S LAFLIN ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,0612,006,21,71,04A,1167719,1851945,2018,11/14/2018 04:03:33 PM,41.749278722,-87.660984863,""(41.749278722, -87.660984863)"""
"11499204,JB503161,11/04/2018 01:15:00 PM,037XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0212,002,3,35,08B,1178219,1880090,2018,11/14/2018 04:03:33 PM,41.826279773,-87.621655195,""(41.826279773, -87.621655195)"""
"11499151,JB503784,11/04/2018 11:33:00 AM,121XX S INDIANA AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0532,005,9,53,08B,1179768,1824321,2018,11/14/2018 04:03:33 PM,41.673207966,-87.617674109,""(41.673207966, -87.617674109)"""
"11499118,JB503866,11/05/2018 04:50:00 AM,012XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1433,014,2,24,06,1165614,1908221,2018,11/14/2018 04:03:33 PM,41.903750913,-87.667099256,""(41.903750913, -87.667099256)"""
"11499058,JB499948,11/02/2018 12:06:00 AM,053XX S CALIFORNIA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,false,true,0923,009,14,63,26,1158612,1869203,2018,11/14/2018 04:03:33 PM,41.79682763,-87.693886509,""(41.79682763, -87.693886509)"""
"11498976,JB501219,11/02/2018 08:09:00 PM,049XX W HUBBARD ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1532,015,37,25,04A,1143291,1902558,2018,11/14/2018 04:03:33 PM,41.888657457,-87.7492392,""(41.888657457, -87.7492392)"""
"11498907,JB503443,11/04/2018 05:05:00 PM,038XX N ELSTON AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1732,017,35,16,08B,1152177,1925534,2018,11/14/2018 04:03:33 PM,41.951534989,-87.715998845,""(41.951534989, -87.715998845)"""
"11498800,JB504888,11/05/2018 06:19:00 PM,058XX S ADA ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0713,007,16,67,08B,1168321,1866212,2018,11/14/2018 04:03:33 PM,41.788416273,-87.658368623,""(41.788416273, -87.658368623)"""
"11498773,JB498009,10/31/2018 02:37:00 PM,075XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0623,006,6,69,08B,1175814,1854954,2018,11/14/2018 04:03:33 PM,41.757358368,-87.631231695,""(41.757358368, -87.631231695)"""
"11498621,JB500879,11/02/2018 07:24:00 AM,002XX N PINE AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1523,015,37,25,03,1139459,1901147,2018,11/14/2018 04:03:33 PM,41.884856209,-87.763346345,""(41.884856209, -87.763346345)"""
"11498568,JB502985,11/04/2018 10:30:00 AM,132XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0533,005,9,54,08B,1183251,1817836,2018,11/14/2018 04:03:33 PM,41.655332085,-87.605126732,""(41.655332085, -87.605126732)"""
"11498530,JB504464,11/05/2018 10:45:00 AM,015XX W CERMAK RD,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,""SCHOOL, PUBLIC, BUILDING"",true,false,1235,012,25,31,24,1166511,1889503,2018,11/14/2018 04:03:33 PM,41.852368074,-87.664340305,""(41.852368074, -87.664340305)"""
"11498513,JB501410,11/03/2018 01:24:00 AM,041XX N MARMORA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1624,016,38,15,08B,1136275,1926963,2018,11/14/2018 04:03:33 PM,41.955755742,-87.77442081,""(41.955755742, -87.77442081)"""
"11498507,JB498577,11/01/2018 03:14:00 AM,052XX W ROSCOE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1634,016,31,15,08B,1140802,1922103,2018,11/14/2018 04:03:33 PM,41.94233722,-87.757898268,""(41.94233722, -87.757898268)"""
"11498489,JB496447,10/09/2018 11:00:00 PM,021XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2525,025,35,20,08B,1148369,1913873,2018,11/14/2018 04:03:33 PM,41.919610607,-87.730298605,""(41.919610607, -87.730298605)"""
"11498484,JB496696,10/25/2018 09:30:00 AM,036XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, GROUNDS"",false,false,1731,017,45,16,08B,1146726,1923676,2018,11/14/2018 04:03:33 PM,41.946542477,-87.736084376,""(41.946542477, -87.736084376)"""
"11498470,JB501713,11/02/2018 03:00:00 PM,009XX E 50TH ST,0610,BURGLARY,FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0222,002,4,39,05,1183412,1872057,2018,11/14/2018 04:03:33 PM,41.804117007,-87.602853922,""(41.804117007, -87.602853922)"""
"11498428,JB499021,11/01/2018 11:30:00 AM,047XX N WOLCOTT AVE,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, BUILDING"",false,false,1912,019,47,4,08B,1162965,1931499,2018,11/14/2018 04:03:33 PM,41.967683148,-87.676174203,""(41.967683148, -87.676174203)"""
"11498247,JB499146,11/01/2018 12:48:00 PM,083XX S BALTIMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0423,004,7,46,14,1196946,1850118,2018,11/14/2018 04:03:33 PM,41.743588668,-87.553947861,""(41.743588668, -87.553947861)"""
"11498224,JB502845,11/03/2018 09:30:00 PM,047XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14,1183115,1873874,2018,11/14/2018 04:03:33 PM,41.809109919,-87.603886605,""(41.809109919, -87.603886605)"""
"11498220,JB502411,11/03/2018 08:00:00 AM,009XX E 83RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,0631,006,8,44,11,1183780,1850157,2018,11/14/2018 04:03:33 PM,41.74401279,-87.602187129,""(41.74401279, -87.602187129)"""
"11498126,JB500611,11/02/2018 06:30:00 AM,008XX E 90TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0633,006,8,44,08B,1183340,1845147,2018,11/14/2018 04:03:33 PM,41.730275039,-87.603954889,""(41.730275039, -87.603954889)"""
"11498104,JB502606,11/04/2018 12:15:00 AM,064XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0823,008,17,66,08B,1156492,1861849,2018,11/14/2018 04:03:33 PM,41.77669021,-87.701858904,""(41.77669021, -87.701858904)"""
"11498079,JB496285,10/30/2018 01:13:00 PM,082XX S GREEN ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0613,006,21,71,26,1172072,1850298,2018,11/14/2018 04:03:33 PM,41.744664688,-87.64508204,""(41.744664688, -87.64508204)"""
"11498074,JB502508,11/03/2018 10:00:00 PM,015XX W 63RD ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0713,007,16,67,08B,1166967,1862947,2018,11/14/2018 04:03:33 PM,41.77948577,-87.66342651,""(41.77948577, -87.66342651)"""
"11498057,JB502701,11/04/2018 01:45:00 AM,027XX W 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,0831,008,18,66,14,1159517,1857456,2018,11/14/2018 04:03:33 PM,41.76457369,-87.690889598,""(41.76457369, -87.690889598)"""
"11498043,JB501347,11/02/2018 11:55:00 PM,076XX W ADDISON ST,0560,ASSAULT,SIMPLE,ALLEY,false,false,1631,016,38,17,08A,1124334,1923059,2018,11/14/2018 04:03:33 PM,41.945248006,-87.818405759,""(41.945248006, -87.818405759)"""
"11498041,JB502683,11/04/2018 01:05:00 AM,057XX N MELVINA AVE,0460,BATTERY,SIMPLE,STREET,false,false,1622,016,45,10,08B,1133917,1937842,2018,11/14/2018 04:03:33 PM,41.98565063,-87.782832506,""(41.98565063, -87.782832506)"""
"11497893,JB499675,11/01/2018 06:50:00 PM,033XX W ROOSEVELT RD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1021,010,24,29,03,1154069,1894508,2018,11/14/2018 04:03:33 PM,41.866359276,-87.709872843,""(41.866359276, -87.709872843)"""
"11497891,JB502091,11/03/2018 04:00:00 PM,064XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS,false,true,0312,003,20,42,08B,1182667,1862584,2018,11/14/2018 04:03:33 PM,41.778139616,-87.605880167,""(41.778139616, -87.605880167)"""
"11497882,JB501434,11/03/2018 02:35:00 AM,072XX N HARLEM AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1611,016,41,9,08B,1127387,1947558,2018,11/14/2018 04:03:33 PM,42.012424895,-87.806630144,""(42.012424895, -87.806630144)"""
