ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
"11511582,JB521734,11/18/2018 10:00:00 PM,072XX S UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0732,007,6,68,07,1173000,1856951,2018,11/25/2018 04:09:36 PM,41.76290094,-87.641485701,""(41.76290094, -87.641485701)"""
"11511576,JB521704,11/18/2018 11:00:00 AM,009XX E 132ND ST,0820,THEFT,$500 AND UNDER,STREET,false,true,0533,005,9,54,06,1184617,1818041,2018,11/25/2018 04:09:36 PM,41.65586286,-87.600122125,""(41.65586286, -87.600122125)"""
"11511565,JB521708,11/18/2018 01:00:00 PM,004XX N STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,false,false,1834,018,42,8,11,1176292,1903441,2018,11/25/2018 04:09:36 PM,41.890400093,-87.628021143,""(41.890400093, -87.628021143)"""
"11511557,JB521320,11/18/2018 11:00:00 PM,015XX E 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0321,003,5,42,14,1187438,1862192,2018,11/25/2018 04:09:36 PM,41.776951853,-87.588402181,""(41.776951853, -87.588402181)"""
"11511546,JB521324,11/18/2018 08:00:00 AM,022XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1033,010,12,30,14,1156044,1888862,2018,11/25/2018 04:09:36 PM,41.850826445,-87.702774622,""(41.850826445, -87.702774622)"""
"11511543,JB521703,11/18/2018 06:30:00 PM,033XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0211,002,4,35,14,1179466,1882633,2018,11/25/2018 04:09:36 PM,41.833229518,-87.617002463,""(41.833229518, -87.617002463)"""
"11511542,JB521674,11/18/2018 12:58:00 AM,001XX W HUBBARD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1831,018,42,8,14,1174901,1903282,2018,11/25/2018 04:09:36 PM,41.889995049,-87.63313426,""(41.889995049, -87.63313426)"""
"11511518,JB521649,11/18/2018 07:30:00 PM,032XX N ORIOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1631,016,38,17,08B,1124857,1920589,2018,11/25/2018 04:09:36 PM,41.938461381,-87.816538101,""(41.938461381, -87.816538101)"""
"11511510,JB521506,11/18/2018 01:00:00 PM,048XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1712,017,35,14,08B,1150851,1931808,2018,11/25/2018 04:09:36 PM,41.968777392,-87.72070834,""(41.968777392, -87.72070834)"""
"11511505,JB521598,11/18/2018 05:30:00 PM,016XX W WABANSIA AVE,0810,THEFT,OVER $500,STREET,false,false,1433,014,32,24,06,1165236,1911386,2018,11/25/2018 04:09:36 PM,41.912443933,-87.668397612,""(41.912443933, -87.668397612)"""
"11511496,JB521445,11/18/2018 09:00:00 PM,077XX S ADA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0612,006,17,71,06,1168783,1853540,2018,11/25/2018 04:09:36 PM,41.753632737,-87.657040002,""(41.753632737, -87.657040002)"""
"11511489,JB521613,11/18/2018 09:00:00 AM,037XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0833,008,13,65,14,1152844,1857271,2018,11/25/2018 04:09:36 PM,41.764200183,-87.715353049,""(41.764200183, -87.715353049)"""
"11511475,JB521549,11/18/2018 10:00:00 PM,015XX S SPAULDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1021,010,24,29,05,1154615,1892270,2018,11/25/2018 04:09:36 PM,41.860207059,-87.707928266,""(41.860207059, -87.707928266)"""
"11511468,JB521566,11/18/2018 09:42:00 PM,051XX N TROY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1713,017,33,13,26,1154442,1934147,2018,11/25/2018 04:09:36 PM,41.975124523,-87.707441438,""(41.975124523, -87.707441438)"""
"11511455,JB520691,11/18/2018 02:25:00 AM,029XX W CHASE AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,2411,024,50,2,08B,1155611,1948256,2018,11/25/2018 04:09:36 PM,42.01381673,-87.702760563,""(42.01381673, -87.702760563)"""
"11511451,JB521515,11/18/2018 10:00:00 PM,008XX S WELLS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,001,25,32,06,1174838,1896647,2018,11/25/2018 04:09:36 PM,41.87178962,-87.633564301,""(41.87178962, -87.633564301)"""
11511450,JB520342,11/18/2018 06:30:00 AM,012XX N CAMPBELL AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,true,1423,014,26,24,06,,,2018,11/25/2018 04:09:36 PM,,,
"11511444,JB521339,11/18/2018 08:30:00 AM,062XX S SANGAMON ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0712,007,16,68,08A,1171043,1863567,2018,11/25/2018 04:09:36 PM,41.781099015,-87.64846533,""(41.781099015, -87.64846533)"""
"11511436,JB520584,11/18/2018 03:25:00 AM,016XX S WESTERN AVE,0810,THEFT,OVER $500,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,1023,010,28,31,06,1160638,1891922,2018,11/25/2018 04:09:36 PM,41.859129591,-87.685828978,""(41.859129591, -87.685828978)"""
"11511430,JB521537,11/18/2018 08:00:00 PM,012XX W FULTON MARKET,0870,THEFT,POCKET-PICKING,OTHER,false,false,1215,012,27,28,06,1168277,1902016,2018,11/25/2018 04:09:36 PM,41.886666806,-87.657497011,""(41.886666806, -87.657497011)"""
"11511426,JB521498,11/18/2018 09:08:00 PM,006XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1832,018,42,8,11,1176262,1904268,2018,11/25/2018 04:09:36 PM,41.8926701,-87.628106353,""(41.8926701, -87.628106353)"""
"11511379,JB520783,11/18/2018 02:00:00 PM,073XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0323,003,6,69,14,1177995,1856280,2018,11/25/2018 04:09:36 PM,41.760947939,-87.623198579,""(41.760947939, -87.623198579)"""
"11511371,JB521361,11/18/2018 10:00:00 PM,032XX N CICERO AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1634,016,31,15,06,1143808,1921022,2018,11/25/2018 04:09:36 PM,41.939314951,-87.746876909,""(41.939314951, -87.746876909)"""
"11511348,JB521373,11/18/2018 08:00:00 PM,037XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2525,025,35,22,14,1150730,1915689,2018,11/25/2018 04:09:36 PM,41.924547987,-87.721576281,""(41.924547987, -87.721576281)"""
"11511323,JB520663,11/18/2018 11:30:00 AM,010XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0123,001,4,32,08B,1175680,1895895,2018,11/25/2018 04:09:36 PM,41.869707206,-87.630495617,""(41.869707206, -87.630495617)"""
"11511321,JB520571,11/18/2018 11:15:00 AM,010XX S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0123,001,4,32,08B,1175680,1895895,2018,11/25/2018 04:09:36 PM,41.869707206,-87.630495617,""(41.869707206, -87.630495617)"""
"11511318,JB520455,11/18/2018 10:00:00 AM,012XX S HALSTED ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,1232,012,11,28,08A,1171215,1894878,2018,11/25/2018 04:09:36 PM,41.867015632,-87.646917628,""(41.867015632, -87.646917628)"""
"11511299,JB521311,11/18/2018 09:00:00 PM,014XX W WINNEMAC AVE,0810,THEFT,OVER $500,STREET,false,false,2033,020,47,3,06,1165844,1933605,2018,11/25/2018 04:09:36 PM,41.973401004,-87.665528062,""(41.973401004, -87.665528062)"""
"11511296,JB521291,11/18/2018 09:00:00 PM,007XX W 71ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0732,007,6,68,07,1172907,1857804,2018,11/25/2018 04:09:36 PM,41.765243727,-87.641801427,""(41.765243727, -87.641801427)"""
"11511293,JB521289,11/18/2018 10:30:00 PM,015XX E 65TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0321,003,5,42,14,1187438,1862192,2018,11/25/2018 04:09:36 PM,41.776951853,-87.588402181,""(41.776951853, -87.588402181)"""
"11511292,JB521298,11/18/2018 07:30:00 PM,061XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2433,024,48,77,14,1167191,1940850,2018,11/25/2018 04:09:36 PM,41.993252557,-87.660365523,""(41.993252557, -87.660365523)"""
"11511281,JB521027,11/18/2018 06:00:00 PM,089XX S LAFAYETTE AVE,0880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),false,false,0634,006,21,44,06,1177500,1845805,2018,11/25/2018 04:09:36 PM,41.732214483,-87.625328663,""(41.732214483, -87.625328663)"""
11511273,JB520312,11/18/2018 04:49:00 AM,048XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2533,025,37,25,14,,,2018,11/25/2018 04:09:36 PM,,,
"11511271,JB520593,11/18/2018 11:52:00 AM,023XX N SACRAMENTO AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,1414,014,32,22,08B,1155976,1915592,2018,11/25/2018 04:09:36 PM,41.924177493,-87.70230276,""(41.924177493, -87.70230276)"""
"11511261,JB521217,11/18/2018 09:57:00 PM,068XX S KEEFE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0322,003,6,69,18,1180833,1859677,2018,11/25/2018 04:09:36 PM,41.770204897,-87.612692919,""(41.770204897, -87.612692919)"""
11511258,JB520238,11/18/2018 02:23:00 AM,002XX W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0122,001,42,32,08B,,,2018,11/25/2018 04:09:36 PM,,,
"11511253,JB520696,11/18/2018 02:30:00 PM,019XX E 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0333,003,5,43,14,1190355,1858247,2018,11/25/2018 04:09:36 PM,41.766056625,-87.577835759,""(41.766056625, -87.577835759)"""
"11511250,JB521172,11/18/2018 11:19:00 PM,017XX N PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1433,014,32,24,08B,1164741,1911722,2018,11/25/2018 04:09:36 PM,41.913376455,-87.670206562,""(41.913376455, -87.670206562)"""
"11511249,JB520662,11/18/2018 01:30:00 PM,021XX W CULLERTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1234,012,25,31,08B,1162372,1890385,2018,11/25/2018 04:09:36 PM,41.854875852,-87.679506981,""(41.854875852, -87.679506981)"""
"11511245,JB520507,11/18/2018 11:20:00 AM,029XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,GOVERNMENT BUILDING/PROPERTY,true,false,0133,001,3,35,26,1176758,1885480,2018,11/25/2018 04:09:36 PM,41.841103444,-87.626852618,""(41.841103444, -87.626852618)"""
"11511242,JB521181,11/18/2018 11:58:00 PM,006XX W BELDEN AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,1812,018,43,7,26,1171599,1915533,2018,11/25/2018 04:09:36 PM,41.923685761,-87.644899494,""(41.923685761, -87.644899494)"""
"11511238,JB521150,11/18/2018 10:20:00 PM,016XX W GRACE ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1922,019,47,6,03,1164810,1925299,2018,11/25/2018 04:09:36 PM,41.950631046,-87.669566912,""(41.950631046, -87.669566912)"""
"11511233,JB520324,11/18/2018 05:30:00 AM,043XX N HAZEL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1915,019,46,3,08B,1169474,1929172,2018,11/25/2018 04:09:36 PM,41.961158296,-87.652309344,""(41.961158296, -87.652309344)"""
"11511230,JB521241,11/18/2018 08:25:00 PM,049XX S CALUMET AVE,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,STREET,false,false,0224,002,3,38,24,1179269,1872311,2018,11/25/2018 04:09:36 PM,41.804909623,-87.618040565,""(41.804909623, -87.618040565)"""
"11511227,JB521151,11/18/2018 10:45:00 PM,021XX W GLADYS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENTIAL YARD (FRONT/BACK),false,false,1225,012,27,28,03,1162305,1898417,2018,11/25/2018 04:09:36 PM,41.876917812,-87.679528375,""(41.876917812, -87.679528375)"""
"11511226,JB521140,11/18/2018 06:00:00 PM,003XX W ARMITAGE AVE,0810,THEFT,OVER $500,STREET,false,false,1814,018,43,7,06,1173903,1913613,2018,11/25/2018 04:09:36 PM,41.918366129,-87.636491129,""(41.918366129, -87.636491129)"""
"11511225,JB521176,11/18/2018 11:40:00 PM,043XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1115,011,28,26,14,1147407,1899307,2018,11/25/2018 04:09:36 PM,41.879658467,-87.734206913,""(41.879658467, -87.734206913)"""
"11511222,JB521239,11/18/2018 10:00:00 PM,013XX S ALBANY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,1022,010,24,29,04B,1155926,1893559,2018,11/25/2018 04:09:36 PM,41.863717908,-87.703081168,""(41.863717908, -87.703081168)"""
"11511221,JB521146,11/18/2018 10:30:00 PM,074XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0334,003,7,43,08B,1193164,1856093,2018,11/25/2018 04:09:36 PM,41.760077719,-87.567610262,""(41.760077719, -87.567610262)"""
"11511220,JB521135,11/18/2018 09:30:00 PM,074XX S CHAPPEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,0333,003,5,43,08B,1191172,1855934,2018,11/25/2018 04:09:36 PM,41.759689835,-87.574915968,""(41.759689835, -87.574915968)"""
"11511219,JB521158,11/18/2018 11:00:00 PM,019XX E 71ST ST,0580,STALKING,SIMPLE,RESTAURANT,false,false,0333,003,5,43,08A,1190355,1858247,2018,11/25/2018 04:09:36 PM,41.766056625,-87.577835759,""(41.766056625, -87.577835759)"""
"11511217,JB520300,11/18/2018 03:31:00 AM,068XX S WABASH AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,0322,003,6,69,02,1177905,1859670,2018,11/25/2018 04:09:36 PM,41.770252509,-87.623425889,""(41.770252509, -87.623425889)"""
"11511215,JB521190,11/18/2018 11:12:00 PM,085XX S AVALON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0412,004,8,45,03,1186265,1848219,2018,11/25/2018 04:09:36 PM,41.738636418,-87.593143044,""(41.738636418, -87.593143044)"""
"11511211,JB521129,11/18/2018 09:45:00 PM,042XX W 26TH ST,0810,THEFT,OVER $500,RESTAURANT,false,false,1013,010,22,30,06,1148555,1886383,2018,11/25/2018 04:09:36 PM,41.844171363,-87.730324894,""(41.844171363, -87.730324894)"""
"11511208,JB521148,11/18/2018 10:18:00 PM,028XX S TRIPP AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1031,010,22,30,04B,1148513,1884874,2018,11/25/2018 04:09:36 PM,41.840031277,-87.730517897,""(41.840031277, -87.730517897)"""
"11511207,JB521139,11/18/2018 10:31:00 PM,0000X W 72ND ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0731,007,6,69,08B,1176994,1857260,2018,11/25/2018 04:09:36 PM,41.763659787,-87.626837782,""(41.763659787, -87.626837782)"""
"11511202,JB521167,11/18/2018 11:05:00 PM,077XX S SANGAMON ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,true,true,0621,006,17,71,04B,1171319,1853422,2018,11/25/2018 04:09:36 PM,41.75325385,-87.647749921,""(41.75325385, -87.647749921)"""
"11511199,JB521201,11/18/2018 11:08:00 PM,022XX S ARCHER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),false,false,0914,009,25,34,03,1174287,1889572,2018,11/25/2018 04:09:36 PM,41.852387629,-87.635798266,""(41.852387629, -87.635798266)"""
"11511198,JB521159,11/18/2018 10:37:00 PM,031XX W HARRISON ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,false,false,1134,011,24,27,08B,1155457,1897193,2018,11/25/2018 04:09:36 PM,41.873699424,-87.704705156,""(41.873699424, -87.704705156)"""
"11511195,JB521212,11/18/2018 11:29:00 PM,103XX S DOTY AVE E,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,true,false,0434,004,10,51,18,1189757,1836996,2018,11/25/2018 04:09:36 PM,41.707756212,-87.580708771,""(41.707756212, -87.580708771)"""
"11511194,JB521040,11/18/2018 08:13:00 PM,079XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0422,004,7,46,14,1196552,1852788,2018,11/25/2018 04:09:36 PM,41.750925134,-87.555303015,""(41.750925134, -87.555303015)"""
"11511192,JB521094,11/18/2018 09:22:00 PM,104XX S AVENUE J,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0432,004,10,52,08B,1202498,1836256,2018,11/25/2018 04:09:36 PM,41.705410542,-87.534077034,""(41.705410542, -87.534077034)"""
"11511191,JB521174,11/18/2018 11:20:00 PM,017XX W ALBION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2432,024,40,1,08B,1163697,1943895,2018,11/25/2018 04:09:36 PM,42.001682746,-87.67313138,""(42.001682746, -87.67313138)"""
"11511189,JB521182,11/18/2018 04:00:00 AM,082XX S GREEN ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,false,true,0613,006,21,71,04B,1172075,1850190,2018,11/25/2018 04:09:36 PM,41.744368256,-87.645074213,""(41.744368256, -87.645074213)"""
"11511187,JB521188,11/18/2018 11:04:00 PM,001XX W 111TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,false,true,0522,005,34,49,15,1177311,1831017,2018,11/25/2018 04:09:36 PM,41.691638449,-87.626465785,""(41.691638449, -87.626465785)"""
"11511186,JB521123,11/18/2018 09:43:00 PM,002XX S SPRINGFIELD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,1122,011,28,26,15,1150432,1898550,2018,11/25/2018 04:09:36 PM,41.87752269,-87.72311922,""(41.87752269, -87.72311922)"""
"11511185,JB521192,11/18/2018 10:30:00 PM,049XX N BELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2031,020,40,4,07,1160453,1932999,2018,11/25/2018 04:09:36 PM,41.971851718,-87.685368877,""(41.971851718, -87.685368877)"""
"11511182,JB521169,11/18/2018 11:18:00 PM,055XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1522,015,29,25,08B,1139434,1897461,2018,11/25/2018 04:09:36 PM,41.874741802,-87.763528016,""(41.874741802, -87.763528016)"""
"11511181,JB521126,11/18/2018 09:29:00 PM,020XX N LAVERGNE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2522,025,36,19,15,1142753,1913077,2018,11/25/2018 04:09:36 PM,41.917532812,-87.750952708,""(41.917532812, -87.750952708)"""
"11511180,JB521155,11/18/2018 11:00:00 PM,062XX S TROY ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0823,008,16,66,04B,1156456,1863170,2018,11/25/2018 04:09:36 PM,41.780315955,-87.701955323,""(41.780315955, -87.701955323)"""
"11511179,JB521200,11/18/2018 11:29:00 PM,025XX W CHICAGO AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,1211,012,26,24,18,1159137,1905238,2018,11/25/2018 04:09:36 PM,41.895700883,-87.690972853,""(41.895700883, -87.690972853)"""
"11511178,JB521166,11/18/2018 11:25:00 PM,061XX S MOZART ST,0560,ASSAULT,SIMPLE,STREET,false,false,0823,008,16,66,08A,1158435,1863713,2018,11/25/2018 04:09:36 PM,41.781765921,-87.694685142,""(41.781765921, -87.694685142)"""
"11511177,JB521170,11/18/2018 11:22:00 PM,008XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1531,015,37,25,08B,1141537,1905074,2018,11/25/2018 04:09:36 PM,41.895594246,-87.755618412,""(41.895594246, -87.755618412)"""
"11511176,JB521163,11/18/2018 10:10:00 PM,052XX S WESTERN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,false,false,0923,009,15,63,24,1161257,1869970,2018,11/25/2018 04:09:36 PM,41.798877976,-87.684165718,""(41.798877976, -87.684165718)"""
"11511175,JB521197,11/18/2018 11:45:00 PM,013XX S WABASH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,false,false,0131,001,3,33,11,1176977,1894294,2018,11/25/2018 04:09:36 PM,41.865284723,-87.625782459,""(41.865284723, -87.625782459)"""
"11511174,JB521093,11/18/2018 08:40:00 PM,051XX S WENTWORTH AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,false,false,0225,002,3,37,08B,1175826,1871120,2018,11/25/2018 04:09:36 PM,41.80171934,-87.630703621,""(41.80171934, -87.630703621)"""
"11511173,JB521193,11/18/2018 05:45:00 PM,075XX S PHILLIPS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0421,004,7,43,07,1193840,1855495,2018,11/25/2018 04:09:36 PM,41.758420222,-87.565152335,""(41.758420222, -87.565152335)"""
"11511171,JB521177,11/18/2018 07:30:00 PM,124XX S LOWE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0523,005,34,53,05,1174236,1822454,2018,11/25/2018 04:09:36 PM,41.668208908,-87.637976704,""(41.668208908, -87.637976704)"""
"11511170,JB521090,11/18/2018 08:18:00 PM,049XX S CALUMET AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,false,false,0224,002,3,38,08B,1179269,1872311,2018,11/25/2018 04:09:36 PM,41.804909623,-87.618040565,""(41.804909623, -87.618040565)"""
"11511168,JB521109,11/18/2018 09:30:00 PM,101XX S LUELLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0431,004,7,51,08B,1193170,1838120,2018,11/25/2018 04:09:36 PM,41.710758047,-87.568173892,""(41.710758047, -87.568173892)"""
"11511167,JB521138,11/18/2018 10:10:00 PM,129XX S TORRENCE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,COMMERCIAL / BUSINESS OFFICE,false,false,0433,004,10,55,04A,1195808,1819859,2018,11/25/2018 04:09:36 PM,41.660583161,-87.559114191,""(41.660583161, -87.559114191)"""
"11511164,JB521122,11/18/2018 09:46:00 PM,007XX N ADA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CONSTRUCTION SITE,true,false,1215,012,27,24,15,1167194,1905185,2018,11/25/2018 04:09:36 PM,41.895386105,-87.661382914,""(41.895386105, -87.661382914)"""
"11511162,JB521153,11/18/2018 10:40:00 PM,049XX W MONROE ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1533,015,28,25,08A,1143598,1899211,2018,11/25/2018 04:09:36 PM,41.879467146,-87.748195577,""(41.879467146, -87.748195577)"""
"11511161,JB521178,11/18/2018 11:21:00 PM,063XX W WABANSIA AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,2513,025,29,25,15,1133760,1910629,2018,11/25/2018 04:09:36 PM,41.910978025,-87.784051385,""(41.910978025, -87.784051385)"""
"11511160,JB521189,11/18/2018 11:21:00 PM,024XX W 52ND ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,0923,009,14,63,24,1161193,1870134,2018,11/25/2018 04:09:36 PM,41.799329339,-87.684395881,""(41.799329339, -87.684395881)"""
"11511159,JB521187,11/18/2018 11:45:00 PM,021XX S INDIANA AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,0132,001,3,33,11,1177975,1890173,2018,11/25/2018 04:09:36 PM,41.853953807,-87.622244109,""(41.853953807, -87.622244109)"""
"11511158,JB521165,11/18/2018 10:50:00 PM,078XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,true,0621,006,17,71,04A,1171335,1852826,2018,11/25/2018 04:09:36 PM,41.751617999,-87.647708692,""(41.751617999, -87.647708692)"""
"11511157,JB521161,11/18/2018 02:00:00 AM,027XX W LUNT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2411,024,50,2,14,1156894,1946326,2018,11/25/2018 04:09:36 PM,42.008494713,-87.698092367,""(42.008494713, -87.698092367)"""
"11511153,JB521162,11/18/2018 04:00:00 PM,020XX S JEFFERSON ST,0890,THEFT,FROM BUILDING,WAREHOUSE,false,false,1235,012,25,31,06,1172655,1890378,2018,11/25/2018 04:09:36 PM,41.854635578,-87.641764311,""(41.854635578, -87.641764311)"""
11511150,JB521097,11/18/2018 09:05:00 PM,014XX S MUSEUM CAMPUS DR,0460,BATTERY,SIMPLE,PARK PROPERTY,true,false,0132,001,4,33,08B,,,2018,11/25/2018 04:09:36 PM,,,
"11511149,JB521127,11/18/2018 06:00:00 PM,006XX N WELLS ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1831,018,42,8,08B,1174615,1904828,2018,11/25/2018 04:09:36 PM,41.894243758,-87.634138304,""(41.894243758, -87.634138304)"""
"11511148,JB521130,11/18/2018 10:22:00 PM,014XX N MASON AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2531,025,29,25,08B,1136429,1908921,2018,11/25/2018 04:09:36 PM,41.906243744,-87.774287138,""(41.906243744, -87.774287138)"""
"11511147,JB521132,11/18/2018 10:09:00 PM,059XX S WINCHESTER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,0714,007,15,67,26,1164375,1865227,2018,11/25/2018 04:09:36 PM,41.785797404,-87.672864905,""(41.785797404, -87.672864905)"""
"11511146,JB521184,11/18/2018 09:48:00 PM,051XX N WESTERN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,true,false,2031,020,40,4,18,1159433,1933885,2018,11/25/2018 04:09:36 PM,41.974304052,-87.68909507,""(41.974304052, -87.68909507)"""
